iter	Logloss
267	0.2162253571
268	0.2161537094
269	0.2160520096
270	0.2159679438
271	0.2158550618
272	0.2157151413
273	0.2156258965
274	0.215546275	0275	0.215453276	276	0.2153600277	277	0.2152712278278	0.2151673280	0.2158727849
2280	0.21524447632281	0.2151841863283	0.2156083107
284	0.2154964205
285	0.2153815994
286	0.2152667478
287	0.2151847394
288	0.2151524137
289	0.2151159668
290	0.2149915759
291	0.2149468422
292	0.2148672625
293	0.2147816467
294	0.2147112694
295	0.2146474037
296	0.2145820185
297	0.2144772733
298	0.2144097951
299	0.2143516223
300	0.2142200228
301	0.2141215706
302	0.2139984385
303	0.2139080149
304	0.2138415324
305	0.2137607981
306	0.2136813138
307	0.2135528221
308	0.2134695752
309	0.2133782908
310	0.2132477646
311	0.2131115926
312	0.213019872
313	0.2129546725
314	0.2128260333
315	0.2127604103
316	0.2126921832
317	0.2125888036
318	0.2124732488
319	0.2123805517
320	0.2123167229
321	0.2122015076
322	0.2120939878
323	0.2119330737
324	0.2118214836
325	0.2117410901
326	0.2116864827
327	0.211588618
328	0.2115365512
329	0.2114483109
330	0.2113537585
331	0.2112270495
332	0.2110533358
333	0.21097289933334	0.2108616463335	0.2108261731335	0.2097687492
336	0.2097155495
337	0.209633639
338	0.2095069885
339	0.2093907369
340	0.2092970212
341	0.2092057978
342	0.2091120555
343	0.2090380821
344	0.2089377225
345	0.2088542341
346	0.2087621282
347	0.208687912
348	0.2086073926
349	0.208478358
350	0.2083855095
351	0.2083130048
352	0.2082653898
353	0.2081410637
354	0.208036068
355	0.2079198926
356	0.2078329849
357	0.2076849505
358	0.207606664
359	0.2075338351
360	0.2074540507
361	0.2073911769
362	0.2072765236
363	0.20719244
364	0.2071134148
365	0.2070113068
366	0.20692637
367	0.2068381742
368	0.2067208951
369	0.2066550713
370	0.2065772591
371	0.206497186
372	0.20642792
373	0.2063492495
374	0.2062365557
375	0.2061446508
376	0.2060553614
377	0.2060012067
378	0.2059172147
379	0.2058062096
380	0.2056637408
381	0.2055670013
382	0.2054884733
383	0.2053667564
384	0.2052469546
385	0.2051373482
386	0.2050818825
387	0.205006616
388	0.204942234
389	0.2048785896
390	0.2048082746
391	0.2047058398
392	0.204598615
393	0.2044594472
394	0.204393191
395	0.2043283297
396	0.2042842318
397	0.2041918818
398	0.2041095301
399	0.2040149307
400	0.2039506556
401	0.2038961461
402	0.2037894058
403	0.2036988831
404	0.2035931091
405	0.203466011
406	0.2033963191
407	0.2032807045
408	0.2031932462
409	0.2030836919
410	0.2029729678
411	0.2029184202
412	0.2028418109
413	0.2027645276
414	0.2026875203
415	0.202614652
416	0.2025119184
417	0.2024062843
418	0.2022730039
419	0.2022092705
420	0.2021065661
421	0.2020491371
422	0.2019723244
423	0.2018593585
424	0.2017870064
425	0.2017069181
426	0.2015927887
427	0.201513986
428	0.2014178187
429	0.2013422241
430	0.2012720261
431	0.2012091204
432	0.2011054357
433	0.2010646998
434	0.2009607099
435	0.2008591957
436	0.2007510745
437	0.2006632398
438	0.2006103783
439	0.2005174306
440	0.2004126612
441	0.2003495229
442	0.2002164993
443	0.2001762594
444	0.2001181704
445	0.2000700811
446	0.1999841487
447	0.199914772
448	0.1998617338
449	0.1997794889
450	0.199720178
451	0.1996107966
452	0.1995410207
453	0.1994466438
454	0.1993343531
455	0.1992711919
456	0.1991794751
457	0.1990636419
458	0.1990181618
459	0.1989645945
460	0.1988566678
461	0.1987714869
462	0.1986677297
463	0.1985577876
464	0.198493749
465	0.1984044062
466	0.1983243574
467	0.1982609011
468	0.1981671054
469	0.1981119448
470	0.1980538953
471	0.1979520251
472	0.1978699989
473	0.1977905528
474	0.1976920509
475	0.1976103401
476	0.1975499306
477	0.1975116056
478	0.1974302228
479	0.1973860982
480	0.1972882563
481	0.197211497
482	0.1970966593
483	0.1970008748
484	0.1969245135
485	0.1968673999
486	0.1967932332
487	0.1967171237
488	0.1966546682
489	0.1965311661
490	0.1964685376
491	0.1963868574
492	0.1962517624
493	0.1961855901
494	0.1960824636
495	0.1960378011
496	0.1959780604
497	0.1959207878
498	0.1958759079
499	0.1958084272
500	0.195726148
501	0.1956636696
502	0.1956102804
503	0.1955360324
504	0.1954378217
505	0.1953717906
506	0.1952956365
507	0.1952145678
508	0.1951556524
509	0.1950931244
510	0.1950063527
511	0.1949356817
512	0.1948739929
513	0.1948101743
514	0.1947528801
515	0.1946608454
516	0.194571387
517	0.1945203069
518	0.1944142227
519	0.1942918002
520	0.1942166049
521	0.1941298002
522	0.1941091995
523	0.1940228297
524	0.193922835
525	0.1938332431
526	0.1937643
527	0.1936750704
528	0.1935730883
529	0.1934759407
530	0.1934018491
531	0.1933301163
532	0.193277064
533	0.1931904081
534	0.1931113917
535	0.1930660261
536	0.1930073382
537	0.192913222
538	0.1928237737
539	0.1927569135
540	0.1926774724
541	0.1926314201
542	0.1925913188
543	0.1925055364
544	0.1924032033
545	0.1923502108
546	0.1922928416
547	0.1922282944
548	0.1921115837
549	0.1920258891
550	0.1919620603
551	0.1919197909
552	0.1918680064
553	0.1918309161
554	0.1917492765
555	0.1916936607
556	0.1916592191
557	0.1915603739
558	0.1914996974
559	0.1914012896
560	0.19132363
561	0.1912777939
562	0.1911730652
563	0.1911159592
564	0.1910327721
565	0.190931071
566	0.1908410924
567	0.1907933782
568	0.1907002652
569	0.1906254845
570	0.1905217921
571	0.1904365374
572	0.1903392703
573	0.1902809118
574	0.1902234294
575	0.1901865234
576	0.1901042264
577	0.1900624377
578	0.1899684525
579	0.1899082324
580	0.1898541616
581	0.1898012988
582	0.1896799316
583	0.189608696
584	0.1895393079
585	0.189460734
586	0.189399456
587	0.1893195292
588	0.1892677523
589	0.1891908442
590	0.1890991135
591	0.1890514412
592	0.1889995193
593	0.1889397418
594	0.1888966853
595	0.1888204333
596	0.1886464221
597	0.1885446205
598	0.1884740702
599	0.1884326553
600	0.1883570175
601	0.1882816849
602	0.1882255414
603	0.1881494904
604	0.1880377235
605	0.1879581019
606	0.187883901
607	0.1877579015
608	0.1876988182
609	0.1875965843
610	0.1875009664
611	0.1874331881
612	0.1873601596
613	0.187306633
614	0.1872538808
615	0.1871594696
616	0.1871336683
617	0.1870625776
618	0.1869603437
619	0.1868579814
620	0.1868219694
621	0.1867412046
622	0.1866518224
623	0.186626208
624	0.1865357958
625	0.1864543762
626	0.1863833987
627	0.1863449923
628	0.1863064753
629	0.1862776477
630	0.1862074941
631	0.1861014214
632	0.1860403112
633	0.1859859581
634	0.1859128036
635	0.1858242035
636	0.1857314059
637	0.1856461665
638	0.1855538979
639	0.185474102
640	0.1854206746
641	0.1853363546
642	0.1852637927
643	0.1852070897
644	0.1851046918
645	0.1850274391
646	0.1849536947
647	0.184888869
648	0.184835804
649	0.1847606544
650	0.1846924159
651	0.1846268756
652	0.1845370089
653	0.1844821116
654	0.1843963839
655	0.1843542379
656	0.184303051
657	0.184271244
658	0.1842168617
659	0.1841322632
660	0.1840784035
661	0.183986866
662	0.1839368642
663	0.1838960762
664	0.1838439484
665	0.1837776031
666	0.1837342402
667	0.1836642291
668	0.1836240412
669	0.1835488663
670	0.1835082614
671	0.1834702301
672	0.1833817126
673	0.1833266602
674	0.1832419751
675	0.1831622747
676	0.1830935148
677	0.183004659
678	0.1829501406
679	0.1828679148
680	0.1828216921
681	0.1827106578
682	0.1826326853
683	0.1825758235
684	0.1824867579
685	0.1824386635
686	0.1823382187
687	0.1822664757
688	0.1821935247
689	0.182107104
690	0.1820285416
691	0.1819696681
692	0.1819374021
693	0.1819045067
694	0.1817872454
695	0.1817172203
696	0.1816424624
697	0.1815822614
698	0.1815525347
699	0.1814530716
700	0.1814046122
701	0.1813507195
702	0.181303449
703	0.1812635511
704	0.181191939
705	0.1811340777
706	0.1810576452
707	0.1809956385
708	0.1809173253
709	0.1808287061
710	0.180776399
711	0.1807303429
712	0.1806502978
713	0.1805657247
714	0.1804662514
715	0.1804182663
716	0.1803698629
717	0.1803130391
718	0.180237456
719	0.1801662369
720	0.1801093686
721	0.1800348447
722	0.1799666634
723	0.1799090513
724	0.1798169149
725	0.1797516619
726	0.1796754189
727	0.1796340993
728	0.1795746689
729	0.1795441984
730	0.1795074323
731	0.1794381854
732	0.1793735657
733	0.1793072408
734	0.1792176387
735	0.1791532084
736	0.1790785052
737	0.1789818878
738	0.1789125468
739	0.1788561783
740	0.1787677676
741	0.1786997363
742	0.1786493505
743	0.1786208534
744	0.1785465508
745	0.1784676971
746	0.1784060427
747	0.1783648618
748	0.1783062007
749	0.1781898346
750	0.1781207364
751	0.1780788358
752	0.1779953931
753	0.1779509697
754	0.1778737539
755	0.1778172963
756	0.1777708664
757	0.1776658758
758	0.1775810382
759	0.1774937096
760	0.1774143626
761	0.1773397497
762	0.1772560641
763	0.1771836306
764	0.177127079
765	0.1770775909
766	0.17700056767767	0.17695423768768	0.1769182409
769	0.1768483454
770	0.176777125
771	0.1767434196
772	0.1767122739
773	0.1766473223
774	0.176564757
775	0.1765312564
776	0.1764991671
777	0.1764312528
778	0.1763730634
779	0.1762948672
780	0.1762642008
781	0.1761918907
782	0.176113402
783	0.1760570348
784	0.1760108579
785	0.1759547132
786	0.1758977712
787	0.1758385417
788	0.1758164482
789	0.1757794965
790	0.1757168872
791	0.1756482697
792	0.175603433
793	0.1755630175
794	0.1755206833
795	0.1754378421
796	0.1753651314
797	0.1753027967
798	0.1752536316
799	0.1751733843
800	0.1751226768
801	0.1750771205
802	0.1750523402
803	0.1749678179
804	0.1749341812
805	0.174874513
806	0.17480528
807	0.1747677002
808	0.1746848056
809	0.1746068077
810	0.1745473404
811	0.1744726919
812	0.1744057948
813	0.1743482501
814	0.1742906087
815	0.1741932017
816	0.1741266429
817	0.1740656916
818	0.1739875183
819	0.1739522273
820	0.1738806928
821	0.1738130328
822	0.173744531
823	0.1736731733
824	0.1736272062
825	0.1735561358
826	0.1734783885
827	0.1733880831
828	0.1733425624
829	0.1732785276
830	0.1732155711
831	0.1731595281
832	0.1731104749
833	0.1730699946
834	0.1730280101
835	0.1729741071
836	0.1729156748
837	0.1728523445
838	0.1727891617
839	0.1727446632
840	0.172708547
841	0.1726511002
842	0.1726172117
843	0.1725670535
844	0.1725190659
845	0.1724503225
846	0.1723925769
847	0.1723457794
848	0.1723226433
849	0.1722584737
850	0.1721622963
851	0.1721234512
852	0.1720750885
853	0.1720302556
854	0.1719711927
855	0.1719227282
856	0.171854702
857	0.1717992477
858	0.1717423121
859	0.1716938566
860	0.1716327349
861	0.1715529556
862	0.1714932276
863	0.1714156494
864	0.1713759054
865	0.1713100726
866	0.171245636
867	0.1712077675
868	0.1711369324
869	0.1711040344
870	0.1710780067
871	0.1710143751
872	0.1709634743
873	0.1708839951
874	0.1708333702
875	0.1707778219
876	0.1707193934
877	0.1706570524
878	0.1706206919
879	0.1705652237
880	0.1704694036
881	0.170396506
882	0.1703247147
883	0.1702548765
884	0.1702265409
885	0.1701666946
886	0.1701194852
887	0.1700752818
888	0.1700293592
889	0.1699618937
890	0.1698879
891	0.1698114967
892	0.1697605006
893	0.1697183367
894	0.1696567167
895	0.1696077703
896	0.1695531832
897	0.1695008609
898	0.1694360924
899	0.1693946686
900	0.1693739408
901	0.1693216298
902	0.1692859828
903	0.169229379
904	0.1691888237
905	0.1691540235
906	0.1690938416
907	0.1690507978
908	0.1689729322
909	0.1688963839
910	0.1688210704
911	0.1687362569
912	0.1687042809
913	0.1686630173
914	0.1685955811
915	0.1685358098
916	0.1684918467
917	0.1684069735
918	0.1683465856
919	0.1682801285
920	0.1682243322
921	0.1681910667
922	0.168144324
923	0.1680964419
924	0.1680529798
925	0.1679702581
926	0.1679156558
927	0.1678607648
928	0.1678302727
929	0.167785085
930	0.1677225914
931	0.1676637281
932	0.167643823
933	0.1675928828
934	0.1675250435
935	0.1674635671
936	0.1674002902
937	0.16734294
938	0.1672664833
939	0.1672214076
940	0.1671762797
941	0.1671198196
942	0.1670598208
943	0.1670371145
944	0.1669165344
945	0.1668559545
946	0.1668207855
947	0.1667856344
948	0.1667258199
949	0.1666706009
950	0.1666166013
951	0.1665447362
952	0.1664760755
953	0.1664252014
954	0.1664005203
955	0.166340313
956	0.1662767652
957	0.1662379176
958	0.1662134527
959	0.1661902987
960	0.1661331991
961	0.1660639962	962	0.1660173963963	0.16596350964964	0.16592305965	0.1656902542
96966	0.16583861996967	0.16577622996968	0.16571556496969	0.16568911970	0.1654224116
971971	0.16562567972972	0.16558948973973	0.16553619974	0.1651766268
975	0.165134346
976	0.1650746676
977	0.1649989065
978	0.1649700394
979	0.1649004758
980	0.1648448779
981	0.1648065033
982	0.1647346611
983	0.1646963921
984	0.1646441739
985	0.1645980275
98986	0.16491997998987	0.16489161998988	0.1648490279989	0.16482222879990	0.1648099594991	0.164209535
992	0.1641339645
99993	0.16461516999994	0.16455854099995	0.1644987999996	0.16443598599997	0.1643964998	0.1637594554
999	0.1636975021
177
9	0.1639289773
